reviewIndex,encodedSenderId,encodedTargetId,reviewContent,reviewRate,reviewType,DateTime
2889,54917ac6ab64210c579030bb5c6ba971d0ccf3394a1e8cb712ecde4ede259dcc,5fd4e38d60ec9891464ef87b503162ecbccdd7a0220d8972ecec0c45fc28b606,부모님 모두 친절하게 대해주셨습니다. 아이도 책 읽기를 좋아하여 집 중하는 모습입니다,5,recruitReview,2020/01/03 13:05
2890,7be87b7f92d7d764118389f3e1bf090edd7d2f0fd6badcbcc96ad22cd4d81138,8431769781da7ea06aea3f1098974639c8be6b6e4548ecaeed57ba43d6febecf,문자로 인터뷰하고 시범 채용 다녀왔습니다 아이가 어찌나 똘똘한 지 너무나 사랑스러웠습니다 낯을 가린다는 말씀대로 처음엔 엄마에게서 떨어지지 않았으나 차츰 같이 활동할 수 있어 참 좋았습니다 모든 것이 아이의 영민함 때문인 것 같습니다 매주 토요일에 아이랑 활동하기로 하고 돌아왔습니다 매주 토요일 아이와의 만남이 기대됩니다,5,recruitReview,2020/01/05 0:17
2891,9d62c523ec83ea0c279a7ac4ca770100e78917393f54ce212768b060f9c027f0,242db10c2409165b877dc18abb4c439f179728a9d99fff5befd496832b6228fd,소중한 아이들 맡겨 주셔서 즐거운 시간 아이들과 함께 했습니다,5,recruitReview,2020/01/03 14:04
2892,d6026baa70c16b4585128474cbeaaa2fa21d94dad097fc45e1434cef7f56ea63,41505a5f0f8be583b2a5a8287ac9bc9725034b734e6f3d7cb9d2e1f9c69811e7,선생님 너무 좋으세요 :) 편안하게 잘 놀아주시고 잘 케어해주셨어요~,5,recruitReview,2020/01/31 17:55
2893,41505a5f0f8be583b2a5a8287ac9bc9725034b734e6f3d7cb9d2e1f9c69811e7,d6026baa70c16b4585128474cbeaaa2fa21d94dad097fc45e1434cef7f56ea63,행복하고 소중한 가족을 만나 좋은 인연이 되어 즐겁게 하였습니다!,5,recruitReview,2020/01/27 14:42
2894,876c50b2792bc3df9d6d915e86e5c75bb86f5a3c43f50c99286396f85bdc0d62,234da2630507aa809d65f15599545fd009f5bcc6cdfd30c4850d40ac57b71a17,"경력이 있으셔서 그런지 능숙하고 자연스럽게 아이를 잘 돌봐주셨어요. 십분 일찍 오셔서 밥 먹이기, 재우기, 목욕시키기, 놀아주기, 안 해도 되는 간단 청소 설거지까지 제가 신경 쓸 필요 없게 척척 잘 해주셔서 이사 준비하느라 정신없던 저는 매우 든든했답니다. 특히 아기가 모세 기관지염 와서 안 먹고 안자 고 보챘는데 시터님께서 오래도록 안아서 쉴 수 있게 해주시고 컨디션 회복하도록 신경 써서 물 자주 먹여주시고 밥도 끈기 있게 먹여주시고 했던 것 기억에 남습니다. 덕분에 아기 건강 잘 회복하고 이사도 무사히 했던 것 같아 감사한 마음입니다. 짧은 시간이었지만 좋은 인연이었던 것 같아 오래도록 기억에 남을 것 같고 다음에 또 뵐 기회가 있었으면 좋겠습니다",5,recruitReview,2020/01/19 18:47
2895,34b30bee1b2f528203977bd8902629461e68e9ee842d7f14f06d3d0437259266,54f7bbde94804e935419ef22b0d93d24316e38bfebd4898647c6814b8e1c204d,선생님 너무너무 감사했어요. 항상 너무 잘 놀아주셔서 아이가 선생님 오시는 걸 기다렸었어요. 다음에 기회 되면 또 뵈어요. 방학 끝난 지 며칠 안 됐는데 벌써부터 방학을 기다리네요.,5,recruitReview,2020/01/17 0:55
2896,81e1c4569ce12087299daded7f59db32794f2e2a66c0c0f31c4dd13b3ef5f2a4,5fe4fe8fbba9ef3bf63229c602188ae3cfb58623ba0c2d16b06847476c0f483a,시간 약속 잘 지켜주셨어요. 아이를 좋아하시는 게 느껴지고 성향에 맞춰 잘 놀아주셔서 덕분에 편하게 둘째 케어에 집중할 수 있었습니다. 마지막 날 아이가 피곤해서인지 생떼를 많이 부려서 죄송했는데 끝까지 웃는 얼굴로 잘 받아 주셔서 감사했어요,5,recruitReview,2020/01/02 17:37
2897,5fe4fe8fbba9ef3bf63229c602188ae3cfb58623ba0c2d16b06847476c0f483a,81e1c4569ce12087299daded7f59db32794f2e2a66c0c0f31c4dd13b3ef5f2a4,아이와 부모님께서 매번 반갑게 맞아 주어서 감사했어요~ 아이가 순하고 착해서 즐겁게 활동했어요 부모님께서 친절하게 대해 주시고 편안하게 대해 주셔서 편하게 활동할 수 있었어요 다음에 기회가 된다면 꼭 함께 했으면 좋겠네요 :),5,recruitReview,2020/01/02 18:08
2898,7a835d05623c11e38078b3f24de64d74c0eb61ae66ce4cbf167a7adff25d78c7,34abac39a74979767fbc79c14bd8272c7e1631232de0cedfbbc237e2a7884110,아이가 바르고 선한 게 느껴져서 더 더 잘해주고 많이 알려주고 싶었어요. 배우 고 알고자 하는 의지가 있어서 시간 가는 줄 몰랐습니다. 어머니 항상 친절하게 대해주셔서 감사드려 요~~~~~,5,recruitReview,2020/01/04 11:36
2899,b5a865c033439c57b592bbebf8c74275be950a6fcaf39b672c0f569d1b86b314,2a11830e72283884f443ac7d39ee89d8906e6b28c7c04c77253be481571b6db9,"어머님 안녕하세요 ㅠㅠ 제가 너무 급한 상황이라 후기 란에라도 연락을 남깁니다. 제가 핸드폰이 고장 나서 연락을 전혀 드릴 수가 없는 상황인데, 방문하기로 한 곳이 핸드폰에 기록되어 있어 연락이 닿지 못하면 갈 수 없는, 그런 곤란한 상황입니다ㅠㅠ 혹시 이 글을 보시게 된다면 공. 일. 공. 오. 구. 삼. 육-xx (xx는 제 번호와 같은 뒷번호입니다!)으로 연락 부탁드립니다 정말 죄송합니다 아직 아이를 돌보지 못했지만, 이미 약속을 한 상황인데 불편한 상황이 벌어져 연락이 닿지 못해 제가 방문할 수 없을까 봐 너무나 속상하고 안타까운 상황입니다",5,recruitReview,2020/01/02 1:34
2900,a78bb6b38c615055184a3e3f2606d8b87bc4af685ab604caf3a3a89977db270b,0e1b2b9a672df513196cef057f5ad3eaacd18eb8d71b9cdff9fa7846c01be77f,맘시터 처음 해보신다고 했는데 너무 친절하시고 아이를 좋아하시는 게 눈에 보여서 대 만족이에 요 집에 가실 때마다 아이가 우네요 ㅋㅋㅋ 일한 지 삼 일째 되던 날인가? 감기 기운이 있으신 거 같다고 미리 연락 주셨더라고 요~혹시나 아이가 옮을까 봐 미리 연락드렸다고. 그 정도는 괜찮다고 오셔도 된다니까 집에 오셔서 가실 때까지 마스크를 쓰고 아이와 놀아주시더라고요 이런 섬세함 감 동했습니다♡ 지금은 주말에만 계속 오시고 계시는데 이사를 가게 돼서 몇 번 안 남았네요 ㅜㅜ이사가 기 전까지 잘 부탁드려요,5,recruitReview,2020/01/21 10:39
2901,0e1b2b9a672df513196cef057f5ad3eaacd18eb8d71b9cdff9fa7846c01be77f,a78bb6b38c615055184a3e3f2606d8b87bc4af685ab604caf3a3a89977db270b,항상 편하게 대해 주시고 친절하셨고 아이도 너무 예쁘고 착해 좋은 시간 되었습니다 식사와 간식까지 챙겨주시고 배려해 주셔서 너무 감사했고 예쁘게 자랄 것 같아요,5,recruitReview,2020/01/25 18:20
2902,f727e2b7e3984461e325148b9e890cd51c62d896696d8863c7d88ca76eb415dd,d70eb3240ea4f14dde23d3d27baecb32c0e7e501c47de42407acec300e681fe9,먼저 신청주시 고 1월 중순에 면접 보기로 했는데 ㅠㅠ 제 개인 사정으로 당분간 시터 일정을 조정하기 어려워 근무하지 못하였습니다ㅠㅠ 어머님 죄송해요 ㅠㅠ 꼭 좋은 시터 분 만나시길 바랄게요♡ 새해 복 많이 받으세요~♡,5,recruitReview,2020/01/03 13:26
2903,c599b87bf258ee6395ff1640c3e47d3343e5acd96ab1e089ca3446f8fb1256df,99202d0ff3b80fc2e1b046263c6d39ef223d72ee25b7a41b63ad56dcd081c176,매우 좋은 맘과 예쁜 아이를 돌보게 되었습니다 오랫동안 인연으로 잘 돌보고 싶습니다,5,recruitReview,2020/01/13 21:58
2904,99202d0ff3b80fc2e1b046263c6d39ef223d72ee25b7a41b63ad56dcd081c176,c599b87bf258ee6395ff1640c3e47d3343e5acd96ab1e089ca3446f8fb1256df,"훌륭하신 분입니다~ 아이도 무척이나 좋아하고, 아이에게도 좋은 영향을 주시고 양육에 대한 유용한 팁도 알려주셔서 지속적으로 계속 함께 했으면 합니다",5,recruitReview,2020/01/19 16:57
2905,11a506258aa060cdb8fa5db7234cd57df2aa746af1d63043c0779b4699399fa5,2692511952423b30c66b3e8b77937e4bdb243acc8024528441fa132b891e3fa6,차분하고 따듯한 분이세요 :) 아이가 어려 걱정했는데 친 손주처럼 이 뻐해주시고 잘 돌봐주셔서 감사했습니다.,5,recruitReview,2020/01/16 9:25
2906,2692511952423b30c66b3e8b77937e4bdb243acc8024528441fa132b891e3fa6,11a506258aa060cdb8fa5db7234cd57df2aa746af1d63043c0779b4699399fa5,예쁜 아기와 맘씨 좋은 엄마 만나 행복한 시간 보냈습니다. 아기가 잘 땐 누워서 쉬도록 하셨고 무엇이든 배려해 주심에 첫 출발에 용기가 생겼어요 지혜롭게 건강하게 잘 큰길 늘기도 할게 요 감사했어요~~,5,recruitReview,2020/01/22 12:50
2907,059ffee1bf9f6749b39b256666d0a9920df8713eb5bfdec9abc2bf36c35bac86,df09fd5d17eb8c0efe5264d9fd64eda8fe62a3114363ec51c54a1e86a3b13975,아기가 친화력도 좋고 얌전해서 같이 재밌게 놀았습니다. 활동비도 끝나자마자 바로 지급해 주셨습니다.,5,recruitReview,2020/01/01 18:57
2908,df09fd5d17eb8c0efe5264d9fd64eda8fe62a3114363ec51c54a1e86a3b13975,059ffee1bf9f6749b39b256666d0a9920df8713eb5bfdec9abc2bf36c35bac86,남자 시터 분인데 너무 잘 놀아서 신기했어요,5,recruitReview,2020/01/01 20:06
2909,3dc47d255d6243d8c370a1779f645721b03399326a1b92896eb0d2cfb2d1f249,aec3665085072b6e1011342d0d5331a43a5c5a92b707bd96e6b26c7a5fe4e190,너무 좋았어요~~친절하시고 일도 착착 잘하시고 센스가 있으셨네요~~????????다만 저희 아기가 너무 어려서 엄마를 많이 찾고 좀 남성적(?)으로 노는 편인데 시터님은 여성스러우셨어 용~ 약간 노는 방법이 안 맞았는데 여자아이를 두 신 어머님께 강력 추천합니다!,5,recruitReview,2020/01/02 19:42
2910,aec3665085072b6e1011342d0d5331a43a5c5a92b707bd96e6b26c7a5fe4e190,3dc47d255d6243d8c370a1779f645721b03399326a1b92896eb0d2cfb2d1f249,아가가 너무 이 쁘고 귀여워서 돌봄 잘 하고 왔습니다. 어머님도 옆에서 잘 봐주셔서 오히려 제가 많이 배우 고 왔네요. 아직 옹알이하고 있는데 조금 더 크면 선생님도 더 잘 따를 것 같아요. 감사합니다.,5,recruitReview,2020/01/02 21:50
2911,0716768a9b2a1e30af9e80f18a32bec56e706911292a4555c54b326155e90e1d,2355b4b3007d3a26ab993650c9004fa11dbf7cc4956e75e8d340f199fedbd747,아이 눈높이에 맞춰 아주 즐겁게 놀아주셨어요. 아이가 즐거워하는 게 느껴질 만큼 요,5,recruitReview,2020/01/05 10:47
2912,6b97ebadd36c529840572a6def7bd36cb0cdcaf26509707dffaa71600fa8260a,39c579486e4b5d2cc1c8cd79a738cce313847dbe01dbfffb318b8ff9dcd2ea42,어머니 너무 친절하시고 설명해주시고 자세히 아이들에 대해서 말씀해 주셔서 감사해요~ 개인 사정으로 바로 함께 하지는 못했지만 기 대합니다!,5,recruitReview,2020/01/18 18:44
2913,094bccc6ce90f218f159ca6f86927cbede383613fc0f7434a078700d75cab4b1,ef4e4b4d64109c10c76ab81447d850b60d07f525085c44a6f554e03b81487fdd,환한 미소로 맞아주시는 어 마님 덕분에 기분 좋게 돌봄을 하였습니다. 정리 정돈 잘 되어 있고 아이 먹는 것까지 잘 챙겨놓으셔서 아이에게 집중해서 더 돌봄 할 수 있었습니다,5,recruitReview,2020/01/02 14:34
2914,d2338ba0dd7851af0a432f9b6db33bf7ad93d466b333d230c0e9e0079c0cc3b0,7586cac992c56cbd3ec883dfc843319801026e271d0e3dda0e6d5e8f9f75a7e6,평안하고 행복한 좋은 가정에서 잘하고 있습니다,5,recruitReview,2020/01/15 19:59
2915,9bd0590f7881195194efc2bbc94faeb037739e6f054c30a5016304d17155d01f,05ccea0d37b779658982bdbac3d15fc42b5ce9d8f4215616b51701bbab141152,"후기 작성 질문처럼 무리한 요구도 전혀 없으셨으며, 어 마님께서 편한 분위기에서 아이들과 시간을 보낼 수 있도록 배려를 많이 해주셨습니다~~감사합니다 아이들이 너무 밝고 사랑스러워서 함께 있는 내내 웃음이 끊기지 않았습니다 ~",5,recruitReview,2020/01/03 20:27
2916,05ccea0d37b779658982bdbac3d15fc42b5ce9d8f4215616b51701bbab141152,9bd0590f7881195194efc2bbc94faeb037739e6f054c30a5016304d17155d01f,시간 맞춰서 와주시고 아이들 그림 그리기 하는데 같이 해주셨어요~ 아이들이 얘기하는 거에 잘 호응해서 잘 웃어주셨어요~ 다음에 또 뵐게 요,5,recruitReview,2020/01/03 20:00
2917,8ab543075ce525e0e0388114a4a00f2676243195997e3be71c841c3a2c532a77,378b371b22df2a712874a738346e3e00ca2f6906733926d0a992e6dcdcbd3439,"아이의 장난감과 책이 많고 아이가 휴식할 수 있는 아이를 위한 공간이 있어서 좋았어요. 
오전에는 어머님께서 반차를 내주시고 함께 계셔주셔서 아이와 익숙해질 수 있도록 도와주셨어요. 오후에는 친가쪽 할머님이 오셨고요. 
함께 시간을 보내면서 어머님과 아이의 관계가 인상 깊었어요. 어머님께서 평소에 아이에게 책을 재밌게 잘 읽어주셔서인지 아이가 책 보는 것을 아주 좋아하더라구요! 
아이의 생활패턴도 잘 알고 계시고 분명한 육아방침을 가지고 계셔서, 덕분에 아이에게 맞는 휴식시간, 식사, 간식 시간 등을 고려한 돌봄 지침을 분명하게 주셨고요. 집안의 이것저것을 잘 알려주셨고, 식사나 간식 같은 것도 미리 준비해주셔서 저도 당황하지 않고 아이와 시간을 보낼 수 있었습니다.
어머님께서 성격도 좋으시고 인상도 정말 좋으시고 엄청 친절하셨어요. 좋은 양육자라는 느낌을 많이 받았고, 어머님 덕분에 아이가 행복하게 잘 클 것 같아요. 아이도 너무 귀엽고요! 과일도 잘 먹고 밥도 잘 먹고 뭐든 오물오물 잘 먹는데, 정말정말 귀여웠습니다! 양육자에 대한 이상향을 많이 생각해보곤 했는데 곱씹을 수록 어머님께서 정말 잘하고 계시는 것 같습니다. 육아가 정말 힘든 일일텐데, 지치지 않고 지금처럼 아이도 어머님도 밝은 모습이길 바라겠습니다. 감사합니다!",5,recruitReview,2020/01/05 14:06
2918,bd651d1c56c9a97f682ea792704f80c8ab180751b4ca6e5789059128a0a57b58,64624c41a2b319616c109a35a5b7f12136e843fe96b73b923e706502d38d23f5,아이도 너무 사랑스럽고 아이어머니도 친절하고 편안하게 해주심에 아이한테 집중하며 지낼 수 있는 하루였어요 다음에 기회 되면 또 뵙고 싶어요 새해 복 많이 받으세요,5,recruitReview,2020/01/06 21:48
2919,9f0efc79daf85f7abd136c8753623c8f4db0e89dbb284ab095a78c88117079e2,d641393d93115fd3bff0170b37fb65e030e336031a64e3443ff45f2521e56184,아이가 아직 어려서 계속 돌볼 수는 없었지만 아이가 무척 귀엽고 부모님께서 잘 대해 주셔서 감사했습니다,5,recruitReview,2020/01/08 22:38
2920,93930b19020d21e34893ae3a9ef1d78e3cc2009021d86aa2cd4b86ef7a82ba22,223528a7f02cdd4642e3c9d307bfed936a949ca1c91cb1e044c509eab95b14d4,엄마가 너무 친절히 잘해주시고 교통비도 잘 챙겨 주셨습니다. 좋은 인연 되어서 아이들 잘 보살피겠습니다.,5,recruitReview,2020/01/04 15:17
2921,223528a7f02cdd4642e3c9d307bfed936a949ca1c91cb1e044c509eab95b14d4,93930b19020d21e34893ae3a9ef1d78e3cc2009021d86aa2cd4b86ef7a82ba22,적극적이시고 아이를 먼저 챙겨주시는 모습에 제가 더 감사했습니다 시간 약속도 잘 지켜주셔서 편히 출근할 수 있었습니다,5,recruitReview,2020/01/04 15:03
2922,aba1b89772a15d2808ab12c18ed8921bc7831c6ec8f3b5bd88b293409815b697,094bccc6ce90f218f159ca6f86927cbede383613fc0f7434a078700d75cab4b1,아이 잘 봐주셔서 감사합니다 다음에 또 이용할게요,5,recruitReview,2020/01/13 21:12
2923,094bccc6ce90f218f159ca6f86927cbede383613fc0f7434a078700d75cab4b1,aba1b89772a15d2808ab12c18ed8921bc7831c6ec8f3b5bd88b293409815b697,처음에는 낯을 좀 가리 긴했지만 밥도 잘 먹고 책도 같이 보고 자동차 놀이 공놀이까지 다양하게 놀이를 리드할 정도로 밝은 아이였습니다 어머님 나가실 때 아이가 울어서 걱정되셨을 텐데도 저를 믿어주셔서 감사했습니다,5,recruitReview,2020/01/13 22:07
2924,5102758720ee9ef2c2cfad4f123047169b56efe00ea9dd5cc581480dfd8b7d81,02abf8fa7d9c4db035df33acba2dcd495ae9af91152ea9a135533cb747eb3afc,아이가 너무 순해서 저도 되려 힐링 받고 온 느낌이었습니다 ㅎㅎ 시급도 바로 주셨고요 ㅎㅎ 다음에 또 연락 주시면 바로 가겠습니다,5,recruitReview,2020/01/01 2:23
2925,02abf8fa7d9c4db035df33acba2dcd495ae9af91152ea9a135533cb747eb3afc,5102758720ee9ef2c2cfad4f123047169b56efe00ea9dd5cc581480dfd8b7d81,아이와 금방 친해지셔서 즐겁게 잘 놀아주셨습니다. 아이의 눈 높이에 맞게 놀이를 해주셔서 아이가 정말 좋아했습니다,5,recruitReview,2020/01/01 22:10
2926,08c91571bc6d20cde4d5f9b514271cd2b48c77afd7335279530d720b36d8b851,e8f5e9501df99f151322b8b4f6cd90c9c5e7ebe3a5a7fefe96f8e34de6605a57,오랜만의 신생아라 너무 사랑스럽고 설렜습니다. 어머님도 신경 써 주셔서 감사했습니다.,5,recruitReview,2020/01/05 21:44
2927,d9df5ca3add4f2a26afdabf526204457b20a021f588bec698b7ec594142b8280,25ee6cfe6e3e69d8dc2d37b789880ecae53d8ac825b3a4516091c5f719049da6,가족분들 모두 너무나 친절하고 따뜻하게 맞아주셨어요. 순하고 귀여운 아기와 함께 즐거운 시간 보냈습니다. 앞으로도 잘 부탁드려요! 새해 복 많이 받으세요,5,recruitReview,2020/01/01 0:47
2928,25ee6cfe6e3e69d8dc2d37b789880ecae53d8ac825b3a4516091c5f719049da6,d9df5ca3add4f2a26afdabf526204457b20a021f588bec698b7ec594142b8280,"12개월 아기 밥 먹이기, 기저귀 갈기, 놀아주기 등등 아기 케어 잘 해주셨어요 * 신나게 놀아주셔서 꺄르르 웃으면서 좋아하더라고요! 아주 만족합니다!",5,recruitReview,2020/01/01 1:27
2929,c45ded7cf23fe9e6a39d62765717c9305bb19938b37b09f58b977d49d3116094,5c0edff7ccebf3a9805196b90141cd53a7b571a63ae8ce60decd4f16d9e6e11b,처음 만났을 때 아기가 낯가림을 했지만 좋아하는 장난감과 놀이로 친숙해지자 자연스럽게 친숙해졌습니다.,5,recruitReview,2020/01/13 21:23
2930,44c62669afb203fc2b6f32fb5545b644aa5e416929a4a06673c06ea61e545160,2dbe08f035e116293f32ff56c004825dd27258f97b697cc6ee7c2122fc5ad20c,요청 주셔 행복한 인연이 되었어요 ♡,5,recruitReview,2020/01/22 17:45
2931,67d088425e3d6287d25deb383df640df4cc5e95578fa8e2fbe166516e9fc56c5,916a8fb419da527cd36ffd3c66c123c81d4dc48616e005ee6b3f7b40e2a6dcd4,"시간 약속 잘 지켜주시고, 아이 잘 봐주시고, 부탁드린 부분도 모두 너무 친절하게 잘해주셨어요. 아기도 처음 볼 때부터 잘 따랐고요 계속 모시 고 싶은 분입니다",5,recruitReview,2020/01/10 21:35
2932,916a8fb419da527cd36ffd3c66c123c81d4dc48616e005ee6b3f7b40e2a6dcd4,67d088425e3d6287d25deb383df640df4cc5e95578fa8e2fbe166516e9fc56c5,"아가가 정말 순합니다. 아가 입맛에 맞는 반찬 2가지 정도 준비합니다. 어머니도 편하게 해주시고, 아이와 놀이 동화 읽기 하고 있는데, 저희 아이들이 다 커서인지 모든 것이 아가랑 보내는 시간이 금방 갑니다.",5,recruitReview,2020/01/10 12:23
2933,e18da66ad42364b0cc11e971c268d1c9d5caa96d158793e1c68ff1b61bb2a8be,fd5d3ae2260cea29dc3c195350fc51c598abf2fc1e276224b6d5e1543f4498c0,"할아버지, 할머니 바쁘셔서 잠깐씩 뵀는데 친절하시고 아이가 너무 좋아하는 자상하신 아버지는 선생님이라 그러신지 아이 눈높이에 맞춰 너무도 잘 놀아주시고 친절히 가르쳐 주셔서 맘 편히 돌보다 왔습니다. 맘 마도 잘 먹고요~ 어머니가 아프셔서 아이가 친 가 외가를 다니는 거 같은데 ㅠㅠ 아가가 어디서든 잘 적응하고 어머니 빨리 완쾌하셔서 엄마 품에 안기길 바라요~",5,recruitReview,2020/01/02 17:39
2934,fd5d3ae2260cea29dc3c195350fc51c598abf2fc1e276224b6d5e1543f4498c0,e18da66ad42364b0cc11e971c268d1c9d5caa96d158793e1c68ff1b61bb2a8be,정말 성실하고 훌륭한 선생님이십니다. 무엇보다도 아기를 예뻐해 주셨어요. 마음으로 돌봐주신다는 게 내내 느껴졌습니다. 좋은 분 만나기 쉽지 않은데 정말 감사했습니다.,5,recruitReview,2020/01/08 12:33
2935,56afff2a9dba3f85a09a4438d1bcebaac4ffac6d1e7638f27f17f87902440217,ee502c56d68bf52c5f28c4180c6d7a708d9c4789b9a5d4c3bd78d4cd923fbabb,꼼꼼하게 잘 준비해 두시고 챙겨주셔서 더 수월하게 했던 거 같아 용! 긴 시간 동안 돌봐야 해서 걱정이 많았는데 아이도 잘 따라와 주고 좋아해 줘서 즐거운 시간이었습니다!,5,recruitReview,2020/01/08 20:37
2936,ee502c56d68bf52c5f28c4180c6d7a708d9c4789b9a5d4c3bd78d4cd923fbabb,56afff2a9dba3f85a09a4438d1bcebaac4ffac6d1e7638f27f17f87902440217,"하루 일과를 이렇게 해줬으면 좋겠다고 적어놨는데 그대로 해줬어요~ 엄마 입장에서는 조금 더 상냥했으면 하는 아쉬움이 있는데, 아이가 좋아해서 만족합니다.",5,recruitReview,2020/01/08 21:04
2937,14fded4334aafc8a60e8ff2e0d9fba4b791d2d8f8a98099d59459faae3fbb1b4,9452d679aa47cc3906f26aec70dac179a6d4afcc4a87a11eff7108c85a7d601f,부모님을 만나 뵙고 일하기로 하였습니다,5,recruitReview,2020/01/02 13:42
2938,2b3bd8efa371731f12c9dc16816eab42bec884030586edbef96214a731d349ed,1f4dc0e571a4755460ec46cca3db6e72bb7750bfe3a8f88273a8082bb41d49d0,따뜻하게 잘 돌 봐주셨어요. 표정도 말투도 친절하셔서 처음 뵌 건데도 아이가 웃으며 놀더라고요.,5,recruitReview,2020/01/04 10:52
2939,1f4dc0e571a4755460ec46cca3db6e72bb7750bfe3a8f88273a8082bb41d49d0,2b3bd8efa371731f12c9dc16816eab42bec884030586edbef96214a731d349ed,"잠도 잘 자고 웃는 모습도 예쁜 착한 아기입니다. 어머님, 아버님 두 분 모두 너무 친절하세요",5,recruitReview,2020/01/04 0:01
2940,0e609f12492d006b783ab2c8af8c9f4f104ca8995d0eee882dd59e9cf16dbc61,ed503a18911bb41a848df15f14c5d2f4e68732627f396ee5e002bc060efaede9,"어머님도 너무 친절하시고 밥도 챙겨주시고 믿고 맡겨주셔서 감사했습니다 아이가 선생님 말씀도 잘 듣고 약속을 잘 지켜줘서 학습을 하는 데에 어려움은 없었습니다~ 7시 남아 특성상 활달하고 개구쟁이 긴하지만, 몸으로 놀아주면 매우 좋아했습니다. 종이접기를 제일 좋아합니다~",5,recruitReview,2020/01/01 10:05
2941,1027969c36dc430221765d579a3851dd058b804546a153fc715bdb40b2e46f55,045104f4e4d024eea3d36e74530c2518f7a936fa895016c4b6f62c1201aa24d3,비 오는 날에도 늦지 않고 와주시고 아기랑 잘 놀아주셔서 너무 감사했어요~,5,recruitReview,2020/01/26 13:49
2942,825763558f2192d561b8e94138170fe640b7ccd2d9dd44fdb9caa58af2c9645d,9cd66f3c1b83108328110c141673309c879bc4d64eef12eb780bf9930d6efa52,여러 상황을 서로 고려해 구 정 명절 후부터 캐어 하기로 했습니다,5,recruitReview,2020/01/02 21:43
2943,92c44b0ad8e27017d9d5450248c5e3f201de2049df44c1ed5c652b37fd18b05c,09c038499d7d9710e37580e963ba874177696ee5fa52787f0cd45cb2d769f2b2,아이 둘이 너무 사랑스럽네요. 어머님의 세심한 배려에 꼭 보답하고 싶습니다.,5,recruitReview,2020/01/01 21:58
2944,09c038499d7d9710e37580e963ba874177696ee5fa52787f0cd45cb2d769f2b2,92c44b0ad8e27017d9d5450248c5e3f201de2049df44c1ed5c652b37fd18b05c,인상도 좋으시고 말투도 상냥하셨어요 아이들 좋아하시는 모습이 드러나고 오시기로 한 시간에 맞추어 와주셨으며 약간 먼 거리였지만 흔쾌히 괜찮다고 해주셨기에 저희랑 시간과 조건이 맞아 함께 하기로 하였습니다,5,recruitReview,2020/01/02 2:00
2945,d50553034776cb2987be84aa616c7f4f60c02ad8a9d06e597611b7618905d9b0,8696e3a8b9a40b14723225fc10bf5c36f0d813d6aff6e8ef05884034d75b2030,어머니 안녕하세요 수락해 주셔서 감사합니다 직접 통화하고 싶은데 연락이 가능할까요,5,recruitReview,2020/01/01 21:30
2946,8696e3a8b9a40b14723225fc10bf5c36f0d813d6aff6e8ef05884034d75b2030,d50553034776cb2987be84aa616c7f4f60c02ad8a9d06e597611b7618905d9b0,늦게 연락드려 죄송합니다 시간 조정 후 연락드릴게요!,5,recruitReview,2020/01/03 6:48
2947,29f726dd86d10cfc1467e62c1e803ba23e5fc75047489db5f33b37f359ca1b8f,bb2f61c1ff0e846729a1d41364755125abf33de1c262caac35a36d0889cf895f,"부모님과 연락이 잘 되고, 친절하시며 집안 관리를 잘하셔서 일하는데 어려움이 없습니다! 남자아이인데도 소통이 잘 되고 똑똑하여 즐겁게 돌보고 있습니다 ~ 총명한 아이라 영어와 숫자 놀이 등을 좋아하고 잘해서 같이 지내면서 보람을 느낍니다.",5,recruitReview,2020/01/12 23:48
2948,6fedd340cb0142f3372f549008f874253440c4c55d45e1628f59b982ad7ff67e,1b19b0352be42cb426074662a525a391ddf15f6c32026056a030a2c66f22fd45,아이가 너무 좋아해요~~♡ 영어로 스피 키도 많이 해주시고 원하는 수업도 잘 준비해서 맞춰주셔서 너무 좋아요~ 시간 약속도 잘 지켜주시고~ 너무 좋으신 거 같아요~,5,recruitReview,2020/01/14 21:12
2949,1b19b0352be42cb426074662a525a391ddf15f6c32026056a030a2c66f22fd45,6fedd340cb0142f3372f549008f874253440c4c55d45e1628f59b982ad7ff67e,아이가 참 맑아서 저 역시 즐겁게 수업할 수 있었습니다. 어머니께서도 저를 존중해주시고 수업료도 바로 지급해 주십니다. 다음 수업 때도 알차고 재미있도록 준비해 갈게요 :)!!,5,recruitReview,2020/01/14 14:02
2950,34abac39a74979767fbc79c14bd8272c7e1631232de0cedfbbc237e2a7884110,7a835d05623c11e38078b3f24de64d74c0eb61ae66ce4cbf167a7adff25d78c7,밝고 구김 없이 해 맑아서 볼매예요! 영아나 유아들이 좋아할 만한 유치원 선생님 같은 스타일이에요!!,5,recruitReview,2020/01/02 16:57
2951,7a835d05623c11e38078b3f24de64d74c0eb61ae66ce4cbf167a7adff25d78c7,34abac39a74979767fbc79c14bd8272c7e1631232de0cedfbbc237e2a7884110,어머님이 너무 친절하시고 무엇이든 자세하게 알려주셔서 편했어요! 연락도 끊김 없이 바로바로 해주셨어요 아이도 너무 순하고 똑똑해서 수업이 즐거웠습니다! 감사합니다~~,5,recruitReview,2020/01/02 17:57
